,0
323,"
गुजरात के अहमदाबाद में रविवार रात चार मंजिला इमारत ढहने से बड़ा हादसा हो गया। इमारत के मलबे में 10 लोगों के फंसे होने की आशंका जताई जा रही है। वहीं जम्मू-कश्मीर को विशेषाधिकार देने वाले अनुच्छेद 35-ए की वैधता को चुनौती देने वाली याचिका पर सुप्रीम कोर्ट आज अहम सुनवाई करेगा। अमेरिका के फ्लोरिडा शहर के जैक्सनविल में हुई मास फायरिंग में चार लोगों की मौत हो गई है, जबकि 11 लोग घायल हो गए हैं। पुलिस का कहना है कि इस गोलीबारी में संदिग्ध हमलावर भी मारा गया है। साथ ही अन्य तमाम खबरों पर नजर बनी रहेगी। 
आज का कार्टून

 1-अहमदाबाद: चार मंजिला इमारत ढही, मलबे में 10 लोगों के फंसे होने की आशंका
गुजरात के अहमदाबाद में रविवार रात चार मंजिला इमारत ढहने से बड़ा हादसा हो गया।इमारत के मलबे में 10 लोगों के फंसे होने की आशंका जताई जा रही है। फिलहाल मलबे से दो लोगों को निकाला जा चुका है। राहत और बचाव कार्य के लिए स्थानीय प्रशासन और एनडीआरएफ की टीमें लगी हुई हैं। बताया जा रहा है कि इमारत में दरार के चलते शनिवार को ही बिल्डिंग को खाली कर दिया गया था। बिल्डिंग 40 साल पुरानी बताई जा रही है।


पूरी खबर पढ़ने के लिए यहां क्लिक करें
2-आर्टिकल 35-ए : सुप्रीम कोर्ट में सुनवाई आज, जानिए क्यों मचा है बवाल


जम्मू-कश्मीर को विशेषाधिकार देने वाले अनुच्छेद 35-ए की वैधता को चुनौती देने वाली याचिका पर सुप्रीम कोर्ट आज सुनवाई करेगा। पिछली सुनवाई में सुप्रीम कोर्ट ने मुख्य मामले की सुनवाई 27 अगस्त के लिए तय की थी, जहां कोर्ट को तय करना था कि इस मामले को संविधान पीठ को भेजा जाए या नहीं। वहीं, राज्य सरकार ने स्थानीय और पंचायत चुनावों का हवाला देते हुए सुनवाई को टालने की याचिका दायर की थी। जिसमें कहा गया था कि पंचायत और निकाय चुनावों के चलते इस पर अभी सुनवाई न की जाए।
पूरी खबर पढ़ने के लिए यहां क्लिक करें


3-अमेरिका: टूर्नामेंट हारने के बाद शख्स ने की अंधाधुंध फायरिंग, चार की मौत
अमेरिका के फ्लोरिडा शहर के जैक्सनविल में हुई मास फायरिंग में चार लोगों की मौत हो गई है, जबकि 11 लोग घायल हो गए हैं। पुलिस का कहना है कि इस गोलीबारी में संदिग्ध हमलावर भी मारा गया है। जैक्सनविले शेरिफ कार्यालय ने ट्वीट कर घटना की जानकारी दी और बताया कि, 'गोलीबारी में मौके पर कई लोगों की मौत हो गई है। वहीं, कई लोगों को वहां से ले जाया गया है।' उन्होंने कहा कि यह स्पष्ट नहीं है कि कोई दूसरा संभावित बंदूकधारी है या नहीं। उन्होंने लोगों को घटना वाले क्षेत्र से दूर रहने की सलाह दी।


पूरी खबर पढ़ने के लिए यहां क्लिक करें
4-हैदराबाद दोहरा विस्फोट मामला, 11 साल बाद आज कोर्ट सुनाएगा फैसला


हैदराबाद दोहरे विस्फोट मामले में 11 साल बाद कोर्ट अपना फैसला सुनाएगा। गोकुल चाट और लुंबिनी पार्क में हुए दोहरे बम धमाके में 42 लोगों की मौत हो गई थी, जबकि 50 लोग घायल हो गए थे। बम धमाके के मामले में चार आरोपियों के खिलाफ मुकदमा चल रहा है।
पूरी खबर पढ़ने के लिए यहां क्लिक करें


5-पीएम नरेंद्र मोदी आज से वाराणसी के कार्यकर्ताओं से नमो एप से करेंगे संवाद
प्रधानमंत्री नरेंद्र मोदी आज अपने संसदीय क्षेत्र वाराणसी के पार्टी पदाधिकारियों के साथ आज से संवाद करेंगे। संवाद की सीरीज को आगे बढ़ाने के लिए पीएम नरेंद्र मोदी नमो एप के माध्यम से तीन दिन सभी से संवाद करेंगे। प्रधानमंत्री नरेंद्र मोदी तीन दिन वाराणसी के भाजपा कार्यकर्ता, पदाधिकारियों के साथ ही सामान्य नागरिकों से भी इस एप के माध्यम से रूबरू होंगे।


पूरी खबर पढ़ने के लिए यहां क्लिक करें
6-फिर गरमाया दिल्ली को पूर्ण राज्य का दर्जा देने का मुद्दा, आज पीएम निवास जाएंगे AAP विधायक


दिल्ली को पूर्ण राज्य का दर्जा देने को लेकर एक बार फिर सियासत गरमाने जा रही है। पूर्व के तय कार्यक्रम के मुताबिक, दिल्ली में सत्तासीन आम आदमी पार्टी (AAP) के विधायक प्रधानमंत्री निवास जाएंगे। जानकारी के मुताबिक, विधायकों का नेतृत्व AAP सरकार के मंत्री और दिल्ली में आम आदमी पार्टी के संयोजक गोपाल राय करेंगे।
पूरी खबर पढ़ने के लिए यहां क्लिक करें
7-हरियाणा: गुरुकुल में छात्रों के साथ यौन शोषण, एक साल से हो रहे जुल्‍म का हुअा खुलासा
जिले के एक गुरुकुल में छात्रों के यौन शोषण का सनसनीखेज खुलासा हुआ है। इससे हड़कंप मच गया है। 12वीं व 10वीं के छात्र छठी और सातवीं कक्षा के छात्रों से कुकर्म कर रहे थे। बच्‍चों के विरोध करने पर वे उन्‍हें मारते-पीटते थे और धमकी देकर डराते थे। बच्‍चाें पर यह जुल्‍म एक साल से हो रहा था। मामले का पता चला रविवार को रक्षाबंधन के मौके पर परिजन के बच्‍चों से मिलने पहुंचने पर हुआ। परिजन मिलकर वापस लौटने लगे तो बच्चे रोने लगे।
पूरी खबर पढ़ने के लिए यहां क्लिक करें
8-चुनाव आयोग ने बुलाई सर्वदलीय बैठक, ईवीएम से छेड़छाड़ का उठेगा मुद्दा
चुनाव आयोग ने आज यानी सोमवार को सर्वदलीय बैठक बुलाई है। इस बैठक में आगामी लोकसभा चुनाव की तैयारियों को लेकर चर्चा होगी। बताया जा रहा है कि ईवीएम से छेड़छाड़ का मुद्दा भी बैठक में उठ सकता है। साथ ही इस बैठक में पेड न्यूज, आचार संहिता का उल्लंघन, भड़काऊ भाषण जैसे मुद्दों पर भी चर्चा संभव है।
पूरी खबर पढ़ने के लिए यहां क्लिक करें
9-महान बल्लेबाज डॉन ब्रैडमैन की 110वीं जयंती आज, गूगल ने डूडल बना कर किया याद
विश्व के महानतम बल्लेबाज सर डॉन ब्रैडमैन की आज 110वीं जयंती है। इस मौके पर गूगल ने डूडल बना कर उन्हें याद किया है। इसी के साथ गूगल ने अपने ब्लॉग में लिखा, 'ऑस्ट्रेलियाई क्रिकेट फैंस के हीरो सर डोनाल्ड जॉर्ज ब्रैडमैन, जिन्हें ‘द डॉन’ भी कहा जाता था, क्रिकेट के सर्वकालिक महान बल्लेबाज हैं।'
पूरी खबर पढ़ने के लिए यहां क्लिक करें
10-एशियन गेम्स 2018: 9वें दिन ये भारतीय खिलाड़ी पेश करेंगे अपनी चुनौती
एशियन गेम्स में रविवार का दिन भारत के लिए अच्छा रहा। रविवार को भारत कोई गोल्ड मेडल तो नहीं जीत पाया लेकिन उसने 5 सिल्वर पदक हासिल किया। भारत को घुड़सवारी की एकल स्पर्धा में पहला रजत पदक फवाद मिर्जा ने दिलाया, वहीं दूसरा रजत टीम स्पर्धा में हासिल हुआ है।
पूरी खबर पढ़ने के लिए यहां क्लिक करें
 
By Sachin Bajpai


"
324,"
जागरण ब्यूरो, नई दिल्ली। शहरी क्षेत्रों में आवास की कमी को पूरा करने के लिए सरकार ने कई उपाय किये हैं। इनमें सबसे ज्यादा जोर शहरी गरीबों को मकान मुहैया कराने पर है। वर्ष 2022 तक सबको पक्का मकान देकर शहरों को संवारने की योजना है। इसी के तहत शहरी विकास मंत्रालय में 37वीं केंद्रीय मंजूरी व निगरानी समिति की बैठक में आठ राज्यों के शहरी क्षेत्रों में रहने वाले गरीबों के लिए लगभग सवा लाख आवास के प्रस्ताव को मंजूरी दी है। देश के शहरी क्षेत्रों में फिलहाल दो करोड़ मकान की जरूरत है। इसके अभाव में शहरी स्लम की संख्या में निरंतर बढ़ोतरी हो रही है। शहरों की सूरत संवारने के लिए स्लम हटाना होगा, जिसके लिए पक्के मकान बनाने की जरूरत है।
आधिकारिक आंकड़े के मुताबिक देश के शहरी क्षेत्रों में 34 फीसद तक स्लम का प्रसार है। इससे निपटने के लिए मकान की सख्त जरूरत है। लेकिन मकानों की लागत में वृद्धि होने से कीमतें बहुत अधिक हैं, जिससे गरीबों के लिए मकान बनाना आसान नहीं है।मकान की इन्हीं जरूरतों को पूरा करने के लिए केंद्र की राजग सरकार ने वर्ष 2022 तक सबके सिर पर छत मुहैया कराने का लक्ष्य निर्धारित किया है। इसके लिए सरकार की ओर से पर्याप्त वित्तीय मदद मुहैया कराई जा रही है।


समिति ने आंध्र प्रदेश के लिए 38 हजार, हरियाणा के लिए 20 हजार, मध्य प्रदेश के लिे 18 हजार, महाराष्ट्र के लिए 12 हजार और छत्तीसगढ़ के लिए 11 हजार सरकार आवास बनाने को मंजूरी दी है। प्रधानमंत्री आवास योजना (शहरी) के तहत अब तक इस समिति ने 55 हजार से अधिक आवास बनाने के राज्यों के मसौदे को हरी झंडी दी है।
इस योजना से अलग भी सरकार ने शहरी क्षेत्रों में मकान की मांग को पूरा करने के लिए कई योजनाएं संचालित की हैं। इसमें आवासीय ऋण के ब्याज पर सरकार सब्सिडी देकर रियायत देती है। सरकार का लक्ष्य 2022 तक हर शहरी को मकान मुहैया करा देना है।


By Bhupendra Singh


"
325,"
श्रीनगर, जेएनएन। जम्मू-कश्मीर के शोपियां जिले में सुरक्षाबलों और आतंकियों के बीच मुठभेड़ चल रही है। रविवार सुबह सुरक्षाबलों को जिले के लड्डी इमामसाहब गांव में कुछ आतंकियों के छिपे होने की सूचना मिली थी। इस सूचना के बाद सुरक्षाबलों ने पूरे इलाके को घेर लिया और सर्च ऑपरेशन शुरू किया। सर्च ऑपरेशन के दौरान आतंकियों ने फायरिंग शुरू कर दी।
इससे पहले बांदीपोरा जिले में शनिवार को सुरक्षाबलों ने लश्कर के तीन आतंकियों को मार गिराया। हालांकि इस मुठभेड़ में एक जवान भी शहीद हो गया। इसके साथ ही बांदीपोरा के जंगल में छिपे आतंकियों के खिलाफ चलाया गया तलाशी अभियान लगभग एक सप्ताह बाद समाप्त हो गया। इस अभियान में दो सैन्यकर्मी घायल हुए थे।शनिवार को मारे गए आतंकियों की पहचान नहीं हो पाई है, लेकिन उनके पाकिस्तानी होने की संभावना जताई जा रही है। वहीं शहीद की पहचान 31 आरआर (राष्ट्रीय राइफल्स) के राइफलमैन शिवकुमार के रूप में हुई है।


By Manish Negi


"
326,"
बैंकॉक, एएफपी। थाइलैंड की राजधानी बैंकॉक मंगलवार से संयुक्त राष्ट्र जलवायु सम्मेलन की तैयारियों के मद्देनजर होने वाली बैठक की मेजबानी करने जा रही है। एक करोड़ से ज्यादा आबादी वाले इस शहर के अस्तित्व पर भी जलवायु परिवर्तन का खतरा मंडरा रहा है। विशेषज्ञों ने आशंका जताई है कि अगले एक दशक में शहर का करीब 40 फीसद हिस्सा समुद्र में समा जाएगा।

जलवायु परिवर्तन का संकट थाइलैंड की राजधानी समुद्र तल से केवल पांच फीट की ऊंचाई पर है। इंडोनेशिया की राजधानी जकार्ता और फिलीपींस की राजधानी मनीला के साथ ही बैंकॉक भी जलवायु परिवर्तन के संकटों से जूझ रहा है। व‌र्ल्ड बैंक की एक रिपोर्ट के अनुसार, 2030 तक बैंकॉक का 40 फीसद हिस्सा मूसलधार बारिश की वजह से पानी के भीतर होगा। हर साल यह शहर एक से दो सेंटीमीटर तक डूब रहा है। विशेषज्ञों के अनुसार, अंधाधुंध शहरीकरण और तट रेखा का अपरदन निकट भविष्य में इस शहर के लिए बहुत बड़ा खतरा बनने वाला है। ग्रीनपीस फाउंडेशन के बुआकामसरी कहते हैं, 'जलवायु परिवर्तन से निपटने के लिए स्पष्ट नीति बनाना बहुत जरूरी है।' 


बढ़ते तापमान के कारण बढ़ी समस्‍याएं आने वाले वर्षो में बढ़ते तापमान के कारण मौसम में हो रहे असामान्य बदलाव जैसे चक्रवात, मूसलधार बारिश, सूखा और बाढ़ की समस्याएं बढ़ने की आशंका है। ऐसे में 2015 में हुए पेरिस जलवायु समझौते को मूर्त रूप देना बहुत जरूरी है। इस साल के अंत में पोलैंड में होने जलवायु सम्मेलन में भी ग्रीन हाउस गैसों जैसे कार्बन डाईऑक्साइड आदि के उत्सर्जन को कम करने के लिए नियम बनाए जाएंगे।
 


By Arun Kumar Singh


"
327,"
काबुल, रायटर। अफगानिस्तान में रविवार को अमेरिकी जनरल स्कॉट मिलर ने नाटो (उत्तरी अटलांटिक संधि संगठन) सेना की कमान संभाल ली। मिलर ने जनरल जॉन निकलसन का स्थान लिया है। मिलर ने ऐसे वक्त पर यह जिम्मेदारी संभाली है जब 17 वर्षों से जारी संघर्ष को खत्म कर तालिबान को वार्ता के लिए मजबूर करने की अमेरिकी नीति पर सवाल उठ रहे हैं। ऐसे में तालिबान से लड़ने का लंबा अनुभव रखने वाले मिलर कितने कामयाब होते हैं, यह तो वक्त ही तय करेगा?'ताजा हालात से संतुष्ट होकर नहीं बैठ सकते' 11 सितंबर, 2001 को अमेरिका पर हुए आतंकी हमले के बाद अफगानिस्तान पहुंचने वाले पहले सैन्य दस्ते में मिलर भी शामिल थे। राजधानी स्थित नाटो मुख्यालय में कमान सेरेमनी के मौके पर मिलर ने कहा, 'अपनी रणनीति में सफल होने के लिए हमें दुश्मन और वातावरण को लगातार समझते रहना चाहिए। हम ताजा हालात से संतुष्ट होकर नहीं बैठ सकते।' 
तालिबान के हमले बढ़े  अमेरिका पिछले एक साल से तालिबान पर सैन्य दबाव डालने की कोशिश कर रहा है ताकि उसे शांति समझौते के लिए मजबूर किया जा सके। लेकिन यह नीति अधिक कारगर होती नहीं दिख रही। तालिबान के हमलों में हताहतों की संख्या रिकॉर्ड स्तर पर पहुंच गई है। काबुल और जलालाबाद जैसे प्रमुख शहरों पर आतंकी हमले बढ़ गए हैं।


 
By Arun Kumar Singh


"
328,"
नई दिल्ली [प्रेट्र]। ट्रेन में सफर के दौरान आपको मिलने वाली मुफ्त यात्री बीमा की सुविधा एक सितंबर से बंद हो जाएगी। अब अगर आपको इस सुविधा का लाभ उठाना है तो टिकट बुक करते समय इसका विकल्प चुनना होगा। यह जानकारी इंडियन रेलवे कैटरिंग और टूरिज्म कॉरपोरेशन (आइआरसीटीसी) से जुड़े के एक अधिकारी ने दी।
आइआरसीटीसी के अधिकारी ने बताया कि अब वेबसाइट से टिकट बुक करने के दौरान यात्री को इसका विकल्प चुनना होगा कि वह यह सुविधा चाहता है या नहीं। हालांकि अभी यह नहीं पता चल सका है कि सुविधा लेने की स्थिति में यात्री को कितने रुपये अतिरिक्त देने पड़ेंगे। डिजिटल ट्रांजेक्शन को बढ़ावा देने के उद्देश्य से दिसंबर 2017 से आइआरसीटीसी यात्रियों को मुफ्त यात्रा बीमा सुविधा उपलब्ध करा रही है। इस तरह के बीमा में यात्रा के दौरान मौत होने पर परिजनों को 10 लाख रुपये मिलने का प्रावधान है, जबकि दुर्घटना की स्थिति में यात्री के अक्षम होने पर 7.5 लाख रुपये बतौर मुआवजा मिलता था। घायल को 2 लाख रुपये देने का प्रावधान था। जबकि मृत व्यक्ति को ले जाने के दौरान लगने वाले परिवहन खर्च के तौर पर 10,000 रुपये दिए जाते थे। बता दें कि इससे पहले रेलवे ने डेबिट कार्ड से टिकट बुकिंग पर लगने वाले शुल्क को भी माफ कर दिया था।


By Vikas Jangra


"
329,"



नई दिल्ली [प्रेट]। वैज्ञानिकों ने आंत के विकारों का सटीक पता लगाने के लिए कैप्सूल जैसा एक ऐसा सेंसर विकसित किया है, जिसे निगला जा सकता है। यह मौजूदा तकनीक की तुलना में आंत के विकारों की तीन हजार गुना ज्यादा सटीक पहचान कर सकता है। 

ऑस्ट्रेलिया की आरएमआइटी यूनिवर्सिटी के शोधकर्ताओं ने यह गैस सेंसिंग कैप्सूल विकसित किया है। इससे उन स्थितियों के समाधान का भी रास्ता खुल सकता है जिनका पहले पता चल नहीं पाता था। यह कैप्सूल आंत में मौजूद हाइड्रोजन, कार्बन डाईआक्साइड और ऑक्सीजन की मात्रा का पता लगाता है। इस डाटा को मोबाइल फोन पर भी भेजा जा सकता है।
आरएमआइटी के शोधकर्ता केली बेरियन ने कहा, फिलहाल सांस की जांच से आंत में गैस की उत्पत्ति का पता लगाया जाता है। इसमें भ्रामक नतीजे आने से समस्या बढ़ जाती है। सांस जांच की तुलना में नई विधि इन बायोमार्करों की तीन हजार गुना ज्यादा सटीक पहचान कर सकती है।  
By Sanjay Pokhriyal


"
330,"गारू : गारू प्रखंड मुख्यालय में कल्याण विभाग द्वारा संचालित अनुसूचित जनजाति आवासीय उच्च विद्यालय के प्राचार्य फबियानुस एक्का के सेवानिवृत्त होने पर शनिवार को विद्यालय परिसर में विदाई समारोह का आयोजन किया गया। इस अवसर पर विद्यालय के शिक्षकों समेत छात्राओं ने सेवानिवृत्त प्राचार्य को भावभीनी विदाई दी। 
 समारोह में लातेहार जिले के आईटीडीए परियोजना निदेशक चंद्रशेखर प्रसाद, शिक्षक संघ के प्रमंडलीय अध्यक्ष सुकन ¨सह, महुआडाड़ के आवासीय उच्च विद्यालय के प्राचार्य समेत काफी संख्या में गण्यमान्य लोग उपस्थित थे। इस मौके पर शिक्षक संघ के प्रमंडलीय अध्यक्ष सुकन ¨सह, नव पदस्थापित प्राचार्य चंद्रकिशोर साहु, राजदीप कुमार ने भी विदाई समारोह को संबोधित किया। इस मौके पर महुआडांड़ के प्राचार्य गिरिजा राम, शिक्षक श्रीकांत ¨सह, काशिम अख्तर, साधु ¨सह, दीप चन्द टोप्पो, सीके पाण्डेय, गुप्तेश्वर ¨सह, सहायक लिपीक वीरेंद्र उरांव, रघु प्रसाद, सुरेश्वर ¨सह, छिपादोहर के प्राचार्य दिनेश राम समेत आदि उपस्थित थे। 


 -------------- नए प्राचार्य ने संभाला पदभार :
 निर्वतमान प्राचार्य फबियानुस एक्का के सेवानिवृत्त होने के बाद नए प्राचार्य के रूप में चंद्रकिशोर साहू ने पदभार ग्रहण किया। इससे पूर्व वे रांची जिले में पदस्थापित थे।By Jagran


"
331,"
खंडवा (सुमित अवस्थी)। जिले के बोरगांवखुर्द को पहलवानों की खान कहा जाए तो गलत नहीं होगा। वजह यह है कि गांव के हर दूसरे घर में पहलवान जो हैं। कुश्ती के प्रति जोश इस कदर है कि सुबह 5 बजे ही 100 से अधिक बच्चे अखाड़े में नजर आते हैं।
5 लड़कों और 3 लड़कियों को प्रदेश सरकार स्कॉलरशिप दे रही है। 10 से अधिक बच्चे राष्ट्रीय स्तर पर पदक जीत चुके हैं। उदित पटेल प्रदेश केसरी बन चुके हैं, वहीं नेहा पटेल अंतरराष्ट्रीय स्पर्धा के चयन शिविर में प्रशिक्षण ले रही हैं। गांव के पहलवानों की एक ही इच्छा- देश के लिए स्वर्ण पदक जीतना है।
हर दूसरे घर से एक पहलवान
खंडवा से 7 किमी दूर ढाई हजार की आबादी वाला ग्राम बोरगांवखुर्द छोटा जरूर है, लेकिन यहां के कुल जमा 440 घरों में से हर दूसरे घर से एक पहलवान है। करीब 30 साल पहले पहलवान रघु पांजरे ([मप्र कुश्ती संघ के चयनकर्ता)] ने यहां अखाड़े की शुरुआत की, तभी से गांव के युवाओं में कुश्ती के प्रति प्रेम ने अंगड़ाई ली। बाद में पहलवानों का अभ्यास के लिए आना शुरू हुआ और दंगल की शुरुआत  भी हो गई। 



इन्हें मिली स्कॉलरशिप


किसान जगदीश पटेल की बेटी माधुरी पटेल 2017 में मेरठ में आयोजित ओपन नेशनल कुश्ती स्पर्धा के अंडर 17 वर्ग में वह कांस्य पदक जीत चुकी हैं। टेंट व्यवसायी गेंदालाल पटेल की बेटी छाया अंडर 17 वर्ग में राष्ट्रीय स्तर की दो स्पर्धाओं में प्रदेश का प्रतिनिधित्व कर चुकी हैं। किसान शिवलाल पटेल की बेटी कीर्ति भी राष्ट्रीय स्पर्धा प्रतिनिधित्व कर चुकी हैं। किसान प्रकाश पटेल के बेटे उदित इसी साल अंडर 51 किलो वजन वर्ग में प्रदेश केसरी बने। किसान त्रिलोकचंद पटेल के बेटे रोहित तीन राष्ट्रीय स्पर्धाओं में शामिल होकर दो में कांस्य पदक अपने नाम कर चुके हैं। नेहा राष्ट्रीय शिविर में गांव की नेहा पटेल का चयन अंडर 15 वर्ग में राष्ट्रीय शिविर के लिए हुआ है। हरियाणा के सोनीपत में होने वाले इस कैंप में वे बेहतर प्रदर्शन कर अंतरराष्ट्रीय स्तर पर देश का प्रतिनिधित्व करना चाहती हैं। इससे पहले नेहा वर्ष 2017 में मेरठ मे हुई ओपन नेशनल कुश्ती स्पर्धा में रजत पदक जीत चुकी हैं।
बोरगांवखुर्द में तैयार हो रहे पहलवान


जिले का प्रतिनिधित्व कर रहे खिलाड़ी बोरगांवखुर्द में सरकारी स्कूल के कई विद्यार्थी कुश्ती का अभ्यास कर रहे हैं। यहां स्कूल भवन के पास ही अखाड़ा बना हुआ है। 8 खिलाड़ियों को प्रदेश सरकार की ओर से स्कॉलरशिप भी मिली है। यहां के खिलाड़ी कुश्ती में जिले का प्रतिनिधित्व कर रहे हैं। शालेय खेल अधिकारी आशा कटियार ने कहा कि कुश्ती को बढ़ावा देने के लिए वहां जिन संसाधनों की जरूरत होगी, हम विभाग की ओर से मुहैया कराएंगे।
By Monika Minal


"
332,"
नई दिल्ली (टेक डेस्क)। वॉट्सऐप ने अपनी ऑफिशियल वेबसाइट पर यूजर्स को गूगल ड्राइव पर सेव उनके डाटा का बैकअप 12 नवंबर 2018 तक लेने की सलाह दी है। कंपनी ने कहा है कि इस तारीख के बाद अगर यूजर्स ने अपने डाटा का मैन्युअली बैकअप नहीं लिया तो उनका डाटा डिलीट हो जाएगा। इसके अलावा जिन यूजर्स ने अपने वॉट्सऐप डाटा का गूगल ड्राइव पर पिछले एक साल से बैकअप नहीं लिया है उन्हें 30 अक्टूबर तक का समय दिया गया है। अगर इसके बाद भी यूजर ने डाटा बैकअप नहीं लिया होगा तो उनका डाटा ऑटोमेटिकली डिलीट हो जाएगा।
जानें क्यों लेना होगा वॉट्सऐप डाटा का बैकअप?
आपको बता दें कि वॉट्सऐप और गूगल पार्टनरशिप के बाद यूजर्स को गूगल ड्राइव में डाटा बैकअप के लिए फ्री स्पेस दिया जाएगा। यह साझेदारी 12 नवंबर से इफेक्टिव होगी। ऐसे में गूगल ड्राइव पर वॉट्सऐप स्टोरेज फ्री में पाने के लिए यूजर्स को 1 साल पुराने डाटा का मैनुअली बैकअप लेना होगा। अगर ऐसा नहीं होता है तो वो ऑटोमैटिकली डिलीट हो जाएगा।


कैसे लें गूगल ड्राइव पर बैकअप:

सबसे पहले वॉट्सऐप को ओपन करें।
अब Menu पर टैप करें। इसके बाद Settings पर जाकर Chats पर टैप करें। और फिर Chat backup पर टैप करें।
इसके बाद गूगल ड्राइव को सेलेक्ट करें और backup frequency other than Never को सेलेक्ट करें।
इसके बाद गूगल अकाउंट सेलेक्ट करें जिस पर आपको चैट हिस्ट्री सेव करनी है।
इसके बाद आपको नेटवर्क सेलेक्ट करना होगा जिसपर आपको बैकअप लेना है। ध्यान रहे सेल्यूलर नेटवर्क पर बैकअप लेने से अतिरिक्त डाटा चार्ज लग सकते हैं।

गूगल ड्राइव पर कैसे लें मैनुअली बैकअप?



WhatsApp ओपन करें।
अब Menu पर टैप करें। इसके बाद Settings पर जाकर Chats पर टैप करें। और फिर Chat backup पर टैप करें।
बैकअप पर क्लिक करें। इस प्रोसेस में कुछ समय लग सकता है।

नोट: गूगल ड्राइव में मैसेज और मीडिया कंटेंट में सेव वॉट्सऐप डाटा एंड-टू-एंड सब्सक्रिप्शन के तहत नहीं आता है। ऐसे में आपका डाटा गूगल द्वारा पढ़ा जा सकता है।
वॉट्सऐप ने एंड-टू-एंड एनक्रिप्शन किया था पेश:


वॉट्सऐप ने यूजर्स की सिक्योरिटी को ध्यान में रखते हुए वर्ष 2016 में एंड-टू-एंड एनक्रिप्शन लागू किया था। इसके तहत यूजर्स के सभी मैसेज, कॉल, वीडियो, फोटोज आदि को यूजर के अलावा कोई एक्सेस नहीं कर पाएगा। हाल ही में वाट्सऐप के सीईओ क्रिस डैनियल ने फेक न्यूज के मामले को लेकर भारत सरकार से मुलाकात की। क्रिस डैनियल ने भारत की एक मांग को मानने से साफ इनकार कर दिया जिसमें कहा गया था जहां से मैसेज सबसे पहले भेजा गया है उसका पता लगाया जाए। इस पर वॉट्सऐप ने कहा है कि वो यूजर के डाटा को एक्सेस नहीं कर सकती है क्योंकि ये एंड-टू-एंड एनक्रिप्टेड होते हैं।
यह भी पढ़ें:


Google for India 2018: गूगल तेज का नाम बदला, नवलेखा प्रोजेक्ट समेत कई बड़ी घोषणाएं, जानें
Realme 2 Review: बड़ी बैटरी, प्रीमियम डिजाइन और बजट रेंज का अच्छा कॉम्बिनेशन


Realme 2 भारत में 4230 एमएएच बैटरी के साथ 8990 रुपये में हुआ लॉन्च, जानें अन्य फीचर्स 
By Shilpa Srivastava 


"
